alzheimers_disease	blood_pressure	bmi	bone_mineral_density	breast_cancer	celiac_disease	cholesterol	chronic_kidney_disease	colorectal_cancer	c-reactive_protein	fasting_plasma_glucose	height	hematological_parameters	hypertension	inflammatory_bowel_disease	mean_corpuscular_volume	mean_platelet_volume	menarche_age_at_onset	menopause_age_at_onset	metabolic_syndrome	metabolic_traits	metabolite_levels	multiple_sclerosis	myocardial_infarction	parkinsons_disease	phospholipid_levels_plasma	platelet_counts	primary_biliary_cirrhosis	prostate_cancer	psoriasis	pulmonary_function	qt_interval	rheumatoid_arthritis	triglycerides	type_1_diabetes	type_2_diabetes	ventricular_conduction	vitiligo
ucscToINSDC	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
snp135	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
hinv70Coding	-0.508895406723	1.0	-0.24916564222	-0.317527522761	-0.554157052796	-0.791422374357	-0.930032197358	0.818064986763	-0.145116775192	-0.299113375067	0.763987981227	-0.897133967246	-0.329596823615	-0.508895406723	-0.151951096043	-0.469623555989	-0.785253546063	-0.0237370181682	0.0467118531043	1.0	0.279871935983	0.1176849674	0.518158418231	0.0698628926258	-0.469623555989	0.604579528717	0.0879392850647	-0.785253546063	-0.36346459753	0.1176849674	0.338620995396	-0.529498370607	1.0	-1.0	0.488551066203	0.209257786908	-1.0	0.573171829145
sibGene_exon	-0.373607365335	-1.0	-1.0	-0.754238468049	1.0	-1.0	0.392890154548	-0.759919804044	-0.706262767422	-1.0	0.425902621408	-0.17668823005	-1.0	-0.373607365335	-0.851508881578	-0.369650660423	-0.145291127797	-0.107018537736	0.26055999582	0.556619730281	0.25953575052	0.0228317031174	1.0	0.0180629972504	-0.369650660423	0.303492386482	0.25953575052	-0.711868874264	-0.409115382855	0.0228317031174	-0.75608648117	0.697830165291	0.651090566909	-0.759919804044	0.557768244088	0.185364030565	1.0	0.480677947185
xenoRefGene	-0.341925918741	0.823957318735	-0.124921543321	-0.0993821685373	-0.0866919051031	1.0	-0.923816689316	0.383249721644	1.0	-0.752531127526	-1.0	-0.757581257919	-1.0	-0.341925918741	-0.00886683623233	-1.0	1.0	-0.00649915301663	0.292679424272	0.397352418134	0.108335600881	-0.77081850446	0.108335600881	0.0928943871224	-0.184395144193	-0.806819337803	0.0434116781558	1.0	-0.256351374112	0.250040806291	0.0775853798755	1.0	1.0	1.0	0.66358314158	0.355583404801	0.355583404801	0.111367987762
agilentCgh1x1m	0.399893101491	-1.0	0.194142569414	1.0	0.132099180894	0.581894063776	-1.0	-1.0	0.511661412897	-1.0	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	0.536262853054	0.649954452055	-1.0	-1.0	0.372578531323	-1.0	-0.634033467513	-1.0	-1.0	0.203819546977	0.372578531323	0.536262853054	-0.638911341323	0.458582247643	0.279036871891	0.115279049318	-1.0	-0.620272461627	-0.620272461627	0.24124835933	1.0	-1.0
agilentCgh4x44k	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0295005336965	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0465052081416	-1.0
nestedRepeats	0.652815659563	0.229554795641	0.449091695943	-0.753910798031	-0.70378899784	0.731955131264	0.203033272274	0.125434361855	-0.145477223348	0.652815659563	-0.235586145998	0.904764908966	-1.0	0.181333986276	-0.347466067369	-1.0	0.262533118529	0.183264556034	-1.0	0.559846660919	0.262257574997	0.700211115424	-0.406769476086	-0.561111214608	0.141912791991	0.158713809113	-0.406769476086	-0.145265039636	-0.785065911423	-0.230702112093	0.229554795641	0.405078715001	-0.373992837486	-0.55816146193	-0.55816146193	1.0	-0.753910798031	-1.0
affyExonProbesetFull	-1.0	0.00525632703052	-0.621873668471	-1.0	-1.0	-1.0	-1.0	0.557343636683	-1.0	-1.0	-1.0	0.773742274299	-1.0	-1.0	0.469061819299	0.281528827986	-1.0	-1.0	-1.0	-1.0	-1.0	0.357046388518	0.23851272151	0.589425300278	-1.0	-1.0	-1.0	-1.0	0.0681031643031	0.357046388518	0.54040823492	0.357046388518	0.307606004442	-1.0	-1.0	0.504640962335	0.145977585524	-1.0
illuminaProbes	-1.0	-1.0	0.0194200825066	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.548573487316	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.178697676638	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.184999228991	-1.0	-1.0	-1.0	-1.0	-1.0	0.153083873049	-1.0	-1.0	-1.0
altSeqHaplotypesP10	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.297295605127	-1.0	-1.0	-1.0	0.0930107010816	0.163287701242	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.178697676638	-1.0	-1.0	-1.0	-1.0	0.0861221747607	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
intronEst	-0.299113375067	1.0	-0.24916564222	-0.61758487782	-0.237693559017	1.0	-0.677221546073	0.818064986763	-0.383256036515	1.0	-0.554157052796	-0.897133967246	-0.104411763337	1.0	-0.0212514874119	-1.0	0.573171829145	-0.0639930254968	1.0	0.331300954223	0.518158418231	0.763525859792	0.518158418231	0.177270614579	0.287761881531	0.295793915372	0.0879392850647	-0.414647793647	0.204268929123	0.763525859792	0.338620995396	-0.529498370607	0.73210021637	-0.640930000772	-1.0	0.209257786908	-0.61758487782	0.166932321345
cpgIslandExt	0.106530828254	-1.0	-1.0	0.193653909844	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.308383567471	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.155911824443	-1.0	-1.0	0.126583121719	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.211956258805	-1.0	-1.0	-1.0	-1.0	0.193653909844	-1.0	0.155911824443
gwasCatalog	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ntMito	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
lincRNAsCTLiver	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
lincRNAsCTHeart	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
lincRNAsCTLymphNode	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
hinv70NonCoding	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.242418382231	-1.0	-1.0	0.150508551203	0.356586809131	0.128769396759	-1.0	0.166160629604	-1.0	-1.0	-1.0	0.171758285811	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.139700771957	-1.0	0.242418382231	-1.0	-1.0	-1.0	-1.0
hiSeqDepthTop5Pct	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
jaxQtlPadded	0.445420147071	-0.625842851933	0.694529306716	0.295149667662	0.536009756311	-0.616969269103	-0.508499492601	0.359840773627	0.562856990538	0.445420147071	-1.0	-0.643261982953	0.477388409269	0.445420147071	-0.0416674585542	0.411541430955	0.588182656073	0.678098593159	0.588182656073	-1.0	0.655159732626	0.507551688032	0.655159732626	-1.0	-1.0	0.0669785431589	0.655159732626	0.588182656073	0.662503615951	-1.0	-1.0	-1.0	0.106632985919	0.359840773627	0.359840773627	0.295149667662	-0.619258843966	0.588182656073
pubsMarkerBand	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
hinv70PseudoGene	-1.0	0.168923950237	-1.0	-1.0	0.107712522635	-1.0	0.337600345981	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.205323437745	-1.0	0.212436910808	-1.0	0.168923950237	-1.0	-1.0	-1.0	-1.0	0.153969148067	-1.0	-1.0
lincRNAsCTThyroid	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
knownGeneOld6_exon	-0.610164698305	-1.0	-1.0	-1.0	0.37437528258	0.681470909757	-0.305307429738	-0.715021627806	-1.0	1.0	-1.0	-0.372504883071	-1.0	-0.610164698305	1.0	-1.0	-0.385084729956	-0.10374757092	0.178775322417	0.407064958475	0.314824441178	0.0038190088849	0.314824441178	0.285627982342	-1.0	-1.0	0.736269872626	-0.385084729956	-0.506831406827	0.0238132568195	-0.712427261294	-1.0	1.0	-0.715021627806	0.47178511483	0.0321028533608	0.423193964523	0.178775322417
snp135Mult	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
snpArrayIllumina550	0.204661621019	-0.268249411144	-0.428997652791	0.171606637358	0.00917428575307	2.43104169247e-06	-0.494300769144	-0.387664013631	2.45254119044e-05	1.0	-0.585457937806	0.96198099967	-0.231044785706	-0.112415798092	0.167682106887	-0.00414526412648	-0.00808782733612	-0.0365450247798	0.435058352007	-0.377167810232	-0.10985278697	-0.00683893757232	0.00878406615392	-0.40822227046	-0.183101775412	-0.339583447768	-0.426999661357	0.000268788190041	0.00028682674342	0.245090919506	-0.507843210214	0.563635482787	-0.756056288295	-0.0282310360918	-1.0	-0.24447649221	-0.486611170241	0.435058352007
sgpGene	-1.0	0.185780101826	0.899323599671	-0.104802337906	-0.167835120756	-0.809181654663	0.764199631476	-0.668123323078	0.421492397403	-1.0	-0.784832800907	-0.43992381933	0.547148448794	-1.0	-0.263197652007	-0.747620281738	0.116427429665	-0.0877543170872	0.00707846696888	-0.680029057467	0.933131482458	0.38553628743	-0.232551773468	0.147936682396	-0.747620281738	0.626844124674	0.933131482458	0.605188488457	-0.906250694293	0.38553628743	0.0760509020535	-0.570715426801	-0.538198813394	-0.0833605845321	0.830427975295	1.0	-0.818576944269	0.2990283367
cytoBand	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
vegaGene	-0.536610399823	1.0	-0.209850821694	-0.489466887043	-0.409534348733	-0.808621802935	-0.21005506901	0.283633086628	-0.0298005960904	-1.0	0.0912441250743	-0.540812614107	1.0	-1.0	-0.932217813457	1.0	-0.797477767455	-0.0038121501927	0.299939086083	0.374379116032	0.323803192844	0.773742810076	-0.953551482873	0.149152487162	0.506835352786	-0.808621802935	0.953551482873	1.0	0.804378512888	0.386256139639	0.0768101895777	0.773742810076	-1.0	-0.930900667113	0.830896376673	0.165064669868	-0.818088881664	0.605875851371
affyU133	-0.755123689971	-1.0	-0.641139993064	-0.0659729701472	-0.583550657492	-0.14679806647	0.898810308098	0.525341378751	-0.4272222394	-0.755123689971	0.781834954992	-0.374893177831	-1.0	-0.346173293258	-0.0297686353163	-1.0	0.795656256499	-0.000189796155924	0.435947869903	0.673370804187	0.0740563807906	1.0	0.0283567724759	0.0641450297738	-0.509753451943	-1.0	0.166107522159	0.795656256499	-0.886216379359	0.24662507342	0.0129636599669	1.0	1.0	-0.666181638657	0.994016620555	0.486760560145	0.244692164057	0.191623620281
hapmapSnpsASW	0.131145174624	-0.196585464396	-0.394699417614	0.0567293374843	0.20404819552	0.0100969137948	-0.0314883083758	-0.082709775648	0.0270755764825	1.0	-0.327015385031	-0.353595818125	-0.00676154319478	-0.274389438778	6.62373230032e-05	-0.00911993040123	-0.544584439213	-0.145492446651	-0.771142180311	1.0	0.00946236496811	-0.183025100137	0.00946236496811	0.228749513822	-0.00911993040123	-0.58308715907	-0.817944369348	0.133610314181	0.0388304173747	-1.0	-0.0697346143951	0.73999877054	1.0	-0.212850743364	0.129118764926	-0.278646768363	-0.793864837123	-0.222246898672
consIndelsHgMmCanFam	0.663588634815	0.760098640129	-0.804860467461	-1.0	0.444253561949	0.328098813872	-0.213978187778	-1.0	-1.0	-1.0	-1.0	0.627523691902	0.688840565611	0.663588634815	0.854333904593	-1.0	-0.487440962755	-0.604080795169	-1.0	-1.0	-0.409574174357	1.0	-1.0	0.250097791506	-0.368278717355	-0.49721333953	-1.0	-0.487440962755	0.601191674197	0.106650713762	-0.556562418518	1.0	-1.0	-1.0	0.766339637186	-1.0	0.204838198163	-0.487440962755
hapmapSnpsGIH	0.131145174624	-0.196585464396	-0.394699417614	0.0567293374843	0.20404819552	0.0100969137948	-0.0314883083758	-0.082709775648	0.0270755764825	0.46515310784	-0.53614325835	-0.665326779585	-0.00676154319478	-0.274389438778	0.000284335454214	-0.00911993040123	-0.222246898672	-0.271059854357	1.0	1.0	0.000810160233801	-0.0828004664736	0.00946236496811	0.473650813003	-0.00911993040123	-0.58308715907	-0.48977074484	0.133610314181	0.113599932283	-1.0	-0.0697346143951	0.73999877054	1.0	-0.212850743364	0.61925540024	-0.278646768363	-0.793864837123	-0.222246898672
hiSeqDepthTop10Pct	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
polyaPredict	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0295005336965	-1.0	0.0585593875373	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
xenoRefGene_exon	-1.0	0.642406066072	-1.0	-1.0	0.588861791889	-1.0	-0.761487378742	-1.0	1.0	0.494589689762	-1.0	-0.666388227662	0.528157041194	-1.0	1.0	-1.0	-0.615787719877	-0.250340790523	0.0691913817366	-1.0	0.685721068452	0.183007172958	0.239776187858	-1.0	-1.0	-1.0	0.685721068452	-0.615787719877	-0.249180214439	0.0384611878711	-1.0	-1.0	0.494589689762	-1.0	0.169983594083	0.122592450028	-1.0	0.257672877647
ucscGenePfam	1.0	0.567796942479	0.81745971437	-1.0	-0.142236171159	-0.338516335824	0.845670864246	0.581206693328	-0.486185057067	-0.698064001372	0.0744844345407	-0.570586914626	0.437552439652	1.0	-0.604312126818	-0.222693200674	0.49805269854	-0.0283259663531	0.74811655354	-0.590432205467	0.0170433376733	0.250741875702	-0.449215336343	0.00659358375038	0.676178707511	-1.0	1.0	0.74811655354	-0.802434519653	-1.0	0.567796942479	0.250741875702	-0.222311720948	-0.781488939747	-0.402034441739	0.765873576126	0.141265597073	0.74811655354
mgcFullMrna	-0.353419957523	0.659927604907	0.967007716148	-0.245956408297	-0.279195895473	-0.807228462854	0.963336268257	0.900105849473	-0.590542393815	-0.758747017664	-0.59095252722	-0.402168833028	-0.557702865717	-0.353419957523	-0.0480895521302	0.740214106621	0.611524202656	-0.0561788911131	0.124556843918	0.188810456508	0.160690301818	0.24274308152	0.160690301818	0.571607519066	-1.0	-0.807228462854	0.862533023882	0.611524202656	-0.335470627695	0.24274308152	0.184562802891	-0.779743668503	-0.758747017664	-0.390881036041	0.900105849473	0.645567377079	0.165165447844	0.124556843918
tfbsConsSites	0.359414178003	0.610120917957	-1.0	-1.0	0.440155768334	-1.0	-0.254592944243	0.246002588476	0.464802998658	0.359414178003	0.440155768334	0.426301739285	-1.0	0.359414178003	0.739243322359	-1.0	-1.0	-0.631480296189	-1.0	-1.0	-0.622403964387	0.414407347692	-1.0	-1.0	-1.0	0.532586059308	-0.622403964387	-1.0	0.328445540868	0.0916397440581	0.610120917957	-1.0	-1.0	1.0	1.0	0.197013532603	0.573060012052	0.488394806022
lincRNAsCTSkeletalMuscle	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
snpArrayIllumina650	0.211811641585	-0.381536700694	-0.352017343554	0.24717150492	0.0102623886428	3.80748808718e-06	-0.392152505573	-0.284399344885	3.54353257548e-05	1.0	-0.58016794978	0.833216798828	-0.225648269888	-0.108749543302	0.0861920519262	-0.00385563775703	-0.00723457452062	-0.0233897028033	0.439534759162	-0.374555994993	-0.0741730913639	-0.00624303485057	0.0152451970161	-0.305401581291	-0.178988179616	-0.330840300434	-0.324717731004	0.000337145885203	0.000588273088467	0.251422653644	-0.381536700694	0.251422653644	-0.753471420718	-0.132286228808	-0.831165174567	-0.165638581923	-0.646493098533	0.195250738709
agilentCgh8x60k	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0295005336965	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0465052081416	-1.0
uMassBrainHistonePeaksSample	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0151827450403	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
pubsMarkerSnp	0.207088779832	0.824926952153	0.000122040736133	0.0312422833053	0.257018646561	0.000178828631892	-0.00412998442579	0.00729332131167	0.0108395524075	-0.334517834861	0.00103643235135	-1.80195760623e-05	-1.0	0.00661217755571	-0.688089765117	-0.0388251700977	-0.187368764559	-7.52749867544e-07	-0.187368764559	1.0	-0.0045048475132	-0.136870683017	0.0243720855727	2.15013342223e-06	-1.0	0.000178828631892	-0.00179785316056	-0.0632103183118	0.430878864763	0.377251456756	-3.59175037515e-06	0.0852842988963	0.00661217755571	-0.0468402637413	7.24522542907e-06	4.81145867472e-05	-0.163131202972	-0.187368764559
agilentCgh2x400k	-1.0	0.397144916956	-1.0	-1.0	0.267794307738	0.335444924585	-1.0	0.41169923281	0.285293563276	-1.0	-1.0	-0.495572581015	-1.0	-1.0	0.161394515524	0.193653909844	-1.0	0.504640962335	-1.0	-1.0	0.46665489377	-1.0	-1.0	-1.0	-1.0	0.335444924585	-1.0	-1.0	-1.0	0.249889664041	-1.0	0.0300629846076	-1.0	-1.0	-1.0	0.36700674431	0.36700674431	-1.0
snp137Mult	-1.0	-1.0	0.00142625786742	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
hapmapSnpsCEU	1.0	1.0	-0.446821424163	1.0	1.0	1.0	-0.0485329605481	1.0	1.0	1.0	1.0	0.238132032048	1.0	1.0	0.618656929416	1.0	1.0	1.0	1.0	1.0	1.0	-0.00103271289171	1.0	1.0	-9.23363540179e-06	1.0	1.0	1.0	1.0	-0.202621718902	1.0	1.0	1.0	1.0	1.0	-0.302396110251	1.0	-0.0293938187274
rnaCluster	-0.149561350907	0.80865256736	-0.227677135254	1.0	-0.760569276013	1.0	-0.340828084116	0.809442756885	-0.228242759398	-1.0	-0.760569276013	-0.64960752155	-0.187049341286	-1.0	-0.0372216657267	-0.712843271099	0.258896839083	-0.00598820203202	0.770992665737	0.33013447109	0.382225830327	0.527125295456	0.823624525443	0.107445940369	0.457096892511	0.176336316963	0.0739860387851	-0.571825681091	0.187250199711	0.527125295456	0.465209689225	-0.745476954737	0.735245569099	-0.341612156425	1.0	0.306998742151	-0.795201638632	0.258896839083
hapmapSnpsTSI	0.130290245115	-0.194617651741	-0.293668972951	0.0567896113354	0.205096317949	0.0180183586846	-0.0279257739252	-0.0799050259466	0.0273553241377	0.465156146526	-0.531997346678	-0.804797876418	-0.00636433371487	-0.270596724825	0.00045945451197	-0.0086483173529	-0.380664003407	-0.135663962557	1.0	1.0	0.00949641817078	-0.179336810476	0.00949641817078	0.812198619398	-0.0442400793919	-0.390095898429	-0.816911990344	0.134259207075	0.0388262293536	-1.0	-0.0679565868664	0.740142035459	-0.713493476182	-0.2093482175	0.128526741217	-0.276771529409	-0.791932902755	-0.220162613311
lincRNAsCTKidney	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
phastConsElements46wayPrimates	-0.610244211284	-1.0	0.231916596646	-0.245149283311	0.034566002971	-0.243195377951	-0.613199907366	-1.0	0.00915168498138	-1.0	0.136866675385	0.632565156332	-0.614786477994	-1.0	-0.82430001985	-0.609647092387	-0.386282760652	-0.759186050202	0.658140319019	-1.0	-0.0988019012045	0.348156910333	-0.50486409658	-1.0	-0.609647092387	-1.0	-1.0	-0.386282760652	0.748720044747	0.348156910333	0.0525980282158	-1.0	0.0715820632858	0.48161147102	-0.154681052912	0.42973711044	0.42973711044	-0.386282760652
altSeqLiftOverPslP10	-1.0	-1.0	-1.0	-1.0	0.291739039769	-1.0	0.111837472621	-1.0	-1.0	0.23266829706	0.291739039769	0.166195967801	-1.0	-1.0	-0.393494311234	-1.0	-1.0	-1.0	-1.0	-1.0	0.143874612538	0.27254745246	-1.0	-1.0	-1.0	0.363791544351	0.143874612538	-1.0	0.514641648549	-1.0	-1.0	0.27254745246	0.23266829706	-1.0	-1.0	0.397144916956	-1.0	-1.0
rgdQtl	0.227215974241	0.5555614622	-0.630125325665	1.0	-0.250046199936	0.751654476293	0.156480374934	-0.240734284743	0.48504861583	-0.385084988841	-0.467622034398	0.216157610508	-0.096981673204	1.0	-0.8856554509	-0.00894791790806	1.0	-1.0	-0.297113838239	-0.199040163137	-0.788872590762	-0.127168097341	0.288604815388	-0.159259180377	1.0	-0.183961280722	0.600511915978	0.0887316123746	-0.434001993721	0.701738752759	-0.37659597975	0.701738752759	-0.678880403138	0.560681439089	-0.397338483506	-0.543663550264	1.0	0.0887316123746
geneid_exon	-1.0	-1.0	-0.399499841504	1.0	0.5030611703	0.60021089917	-1.0	-1.0	0.529314542435	0.415429196874	0.5030611703	-0.80910528839	0.44619608125	-1.0	0.544021458956	-1.0	-1.0	-0.39374725313	0.180746470587	-1.0	-1.0	0.475380227532	-1.0	0.123620920334	-1.0	-1.0	-1.0	-1.0	-1.0	0.0207097580607	-1.0	-1.0	-1.0	-0.622806466849	0.0233093863705	0.259169792343	1.0	0.554212261853
hiSeqDepthTopPt5Pct	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
snp135Flagged	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
